하수처리장명,위치(도),측정일(시),유입_생물학적 산소요구량(BOD),유입_총유기탄소(TOC),유입_부유물질(SS),유입_총질소(T-N),유입_총인(T-P),유입_대장균수,방류_생물학적 산소요구량(BOD),방류_총유기탄소(TOC),방류_부유물질(SS),방류_총질소(T-N),방류_총인(T-P),방류_대장균수
하수처리장(C),충남,2025-05-06 12:00,217.85,143.3,304.66,84.15,6.36,202823,1.6,11.531,0.2,5.445,0.142,6
하수처리장(C),충남,2025-05-05 12:00,225.35,116.14,268.79,78.97,5.78,222738,0.7,18.805,0.907,10.737,0.264,17
하수처리장(C),충남,2025-05-04 12:00,281.13,113.53,227.44,60.3,5.12,378354,1,12.06,0.2,7.403,0.362,10
하수처리장(C),충남,2025-05-03 12:00,331.03,134.69,237.25,64.34,6.41,204247,1,11.809,0.7,6.52,0.37,6
하수처리장(C),충남,2025-05-02 12:00,251.52,119.87,194.02,65.19,4.45,196488,1.3,13.077,0.7,11.946,0.228,20
하수처리장(C),충남,2025-05-01 12:00,218.78,178.8,158.79,58.87,6.25,192672,0.7,11.712,1.763,10.083,0.313,8
하수처리장(C),충남,2025-04-30 12:00,237.78,121.64,232.74,62.03,6.73,189312,0.9,14.708,0.9,9.284,0.142,14
하수처리장(C),충남,2025-04-29 12:00,263.25,178.8,252.59,60.67,7.07,338079,1,12.136,1.436,9.057,0.262,12
하수처리장(C),충남,2025-04-28 12:00,226.21,94.78,224.37,55.43,7.68,288286,1.2,11.613,0.8,4.457,0.259,14
하수처리장(C),충남,2025-04-27 12:00,278.76,100.72,178.54,60.07,6.76,261781,1.5,15.33,0.715,8.439,0.264,7
하수처리장(C),충남,2025-04-26 12:00,253.76,50.41,275.21,62.43,6.06,211128,0.9,14.892,0.16,7.32,0.203,10
하수처리장(C),충남,2025-04-25 12:00,239.75,122.73,208.08,77.45,6.27,270423,1,18.85,0.8,14.822,0.144,20
하수처리장(C),충남,2025-04-24 12:00,291.72,85.42,214.39,51.52,4.42,231668,0.9,12.495,4.388,9.057,0.631,7
하수처리장(C),충남,2025-04-23 12:00,297.45,92.15,219.5,56.41,5.55,206671,1.2,9.522,0.684,4.361,0.71,16
하수처리장(C),충남,2025-04-22 12:00,238.25,84.91,365.3,64.3,4.69,297369,2.5,19.375,0.557,7.615,0.382,25
하수처리장(C),충남,2025-04-21 12:00,280.46,83.73,271.76,66.29,3.76,207761,1.4,18.853,1.503,4.939,0.212,16
하수처리장(C),충남,2025-04-20 12:00,286.97,97.04,308.54,72.58,7.64,252562,1,10.276,1.1,5.253,0.14,20
하수처리장(C),충남,2025-04-19 12:00,209.59,61.89,198.61,82.25,4.88,311518,0.7,17.086,0.807,8.902,0.086,8
하수처리장(C),충남,2025-04-18 12:00,239.94,147.73,319.72,51.34,7.26,175234,1.2,14.396,0.7,13.428,0.387,23
하수처리장(C),충남,2025-04-17 12:00,247.85,55.08,293.56,59.39,6.29,253138,1.4,17.596,0.7,9.095,0.116,21
하수처리장(C),충남,2025-04-16 12:00,245.66,119.17,204.98,72.97,7.74,215106,1.9,17.256,1,10.294,0.135,28
하수처리장(C),충남,2025-04-15 12:00,337.89,178.8,239.16,67.42,6.75,176808,1.4,12.732,0.982,10.14,0.144,1
하수처리장(C),충남,2025-04-14 12:00,276.59,79.21,316.84,55.14,7.19,232358,1,19.343,1.1,14.822,0.229,11
하수처리장(C),충남,2025-04-13 12:00,238.48,65.32,335.36,49.05,6.44,209256,0.7,16.527,0.726,4.689,0.192,12
하수처리장(C),충남,2025-04-12 12:00,290.61,102.8,250.63,69.81,6.57,159812,1.6,15.767,0.7,10.316,0.379,23
하수처리장(C),충남,2025-04-11 12:00,349.15,55.09,169.17,48.69,5.45,192657,1,14.522,7.094,6.054,0.478,57
하수처리장(C),충남,2025-04-10 12:00,252.48,53.08,178.83,57.3,5.61,157974,1.8,19.207,7.38,6.153,0.259,4
하수처리장(C),충남,2025-04-09 12:00,199.58,88.47,231.21,72.1,7.79,217941,0.9,12.16,0.791,4.593,0.404,7
하수처리장(C),충남,2025-04-08 12:00,317.5,77.76,287.91,60.54,6.14,228514,1.5,15.897,0.2,8.105,0.529,9
하수처리장(C),충남,2025-04-07 12:00,228.62,65.52,253.54,54.53,6.16,228495,1.2,16.856,1.429,11.847,0.347,9
하수처리장(C),충남,2025-04-06 12:00,295.24,106.22,173.69,80.53,7.15,292573,1.1,12.818,1.1,10.181,0.27,33
하수처리장(C),충남,2025-04-05 12:00,204.7,78.98,212.43,86.84,5.5,195458,1.2,13.08,0.8,10.982,0.286,10
하수처리장(C),충남,2025-04-04 12:00,262.67,167.86,239.23,77.85,5.99,229491,2,15.483,0.2,10.409,0.102,15
하수처리장(C),충남,2025-04-03 12:00,196.82,59.8,288.85,70.76,5.01,265033,1.1,9.697,0.985,6.94,0.041,5
하수처리장(C),충남,2025-04-02 12:00,332.2,96.53,181.61,115.05,5.54,192458,0.9,14.582,0.753,8.014,0.14,11
하수처리장(C),충남,2025-04-01 12:00,222.64,59.52,319.64,40.4,6.45,206361,0.9,12.931,0.169,9.508,0.529,5
하수처리장(C),충남,2025-03-31 12:00,344.53,99.67,195.66,70.32,5.34,185989,1.9,10.432,0.67,10.393,0.212,7
하수처리장(C),충남,2025-03-30 12:00,215.54,86.67,281.42,59.08,6.5,291480,0.9,15.25,0.7,5.481,0.239,5
하수처리장(C),충남,2025-03-29 12:00,345.32,137.36,312.79,46.14,5.16,227143,0.9,12.321,0.8,11.946,0.119,7
하수처리장(C),충남,2025-03-28 12:00,245.64,74.68,257.69,63.66,4.95,208076,2.5,12.24,0.7,8.271,0.21,33
하수처리장(C),충남,2025-03-27 12:00,349.68,81.37,232.7,63.77,5.93,211591,3.2,11.185,0.2,9.057,0.27,25
하수처리장(C),충남,2025-03-26 12:00,270.47,118.07,256.3,68.11,8.69,256820,0.8,18.618,0.836,8.107,0.14,23
하수처리장(C),충남,2025-03-25 12:00,315.62,89.56,241.31,69.92,7.52,239587,1.8,11.724,1.282,13.25,0.086,41
하수처리장(C),충남,2025-03-24 12:00,219.11,109.58,322.61,61.06,6.4,248545,1.7,12.154,0.685,5.9,0.275,39
하수처리장(C),충남,2025-03-23 12:00,238.48,151.97,180.08,61.29,5.69,201014,2.6,14.912,0.2,8.996,0.142,3
하수처리장(C),충남,2025-03-22 12:00,270.92,83.89,255.62,78.96,5.59,278765,1,11.603,0.302,4.793,0.116,6
하수처리장(C),충남,2025-03-21 12:00,248.76,157.82,361.26,56.87,7.77,266614,0.8,17.082,0.859,10.275,0.229,40
하수처리장(C),충남,2025-03-20 12:00,261.59,75.63,274.33,107.05,5.59,211591,1.3,17.279,1.253,7.403,0.102,28
하수처리장(C),충남,2025-03-19 12:00,319.72,166.14,216.8,71.51,4.98,185855,1.1,11.701,0.135,13.09,0.209,17
하수처리장(C),충남,2025-03-18 12:00,306.7,60.72,255.41,61.35,6.33,267671,0.9,15.006,0.7,7.368,0.133,6
하수처리장(C),충남,2025-03-17 12:00,250.34,99.55,213.5,53.48,7,275944,1,9.691,0.678,5.9,0.413,34
하수처리장(C),충남,2025-03-16 12:00,189.77,101.14,229.43,56.33,8.69,288721,1,18.639,1.1,5.003,0.354,33
하수처리장(C),충남,2025-03-15 12:00,258.91,159.47,286.12,61.51,6.19,244488,3.6,12.166,0.2,3.925,0.196,23
하수처리장(C),충남,2025-03-14 12:00,288.96,103.25,248.68,61.14,5.83,229977,1,16.157,0.7,9.398,0.483,18
하수처리장(C),충남,2025-03-13 12:00,287.72,70.02,265.21,67.1,4.49,243876,2.1,14.645,0.7,8.701,0.353,20
하수처리장(C),충남,2025-03-12 12:00,240.78,105.09,205.46,54.89,6.13,185358,1.1,14.423,0.8,5.299,0.272,11
하수처리장(C),충남,2025-03-11 12:00,235.99,59.96,334.37,86.86,5.85,227553,0.8,19.173,1.837,7.964,0.215,13
하수처리장(C),충남,2025-03-10 12:00,279.59,54.14,253.16,67.23,5.16,232362,1.7,11.746,1.45,5.578,0.085,27
하수처리장(C),충남,2025-03-09 12:00,289.2,78.51,209.85,64.07,3.93,260366,1.2,13.358,0.7,8.732,0.203,21
하수처리장(C),충남,2025-03-08 12:00,301.79,173.1,198.06,56.54,5.73,227555,1.2,13.277,1.394,6.722,0.164,24
하수처리장(C),충남,2025-03-07 12:00,292,161.2,211.11,70.77,6.84,198258,1.4,10.121,0.7,5.481,0.136,23
하수처리장(C),충남,2025-03-06 12:00,254.76,93.64,226.68,63.67,5.69,182593,1.6,19.036,0.7,9.77,0.491,19
하수처리장(C),충남,2025-03-05 12:00,227.76,79.72,291.52,56.27,5.17,329257,0.9,19.116,0.7,8.936,0.379,12
하수처리장(C),충남,2025-03-04 12:00,261.43,115.68,227.61,65.49,5.4,249073,1,15.568,0.7,11.317,0.121,4
하수처리장(C),충남,2025-03-03 12:00,292.36,69.32,395.3,88.08,6.17,256346,1.1,13.096,1.1,4.689,0.392,17
하수처리장(C),충남,2025-03-02 12:00,222.95,93.67,275.84,56.46,5.46,247765,0.9,16.644,0.7,8.902,0.203,13
하수처리장(C),충남,2025-03-01 12:00,222.45,104.57,235.56,68.59,6.87,252783,1.1,12.679,1.713,4.457,0.411,72
하수처리장(C),충남,2025-02-28 12:00,266.68,89.33,193.75,62.87,5.83,229446,1.6,10.463,0.7,9.938,0.221,14
하수처리장(C),충남,2025-02-27 12:00,247.98,90.97,278.55,70.17,6.49,177782,0.8,14.336,0.636,12.743,0.482,29
하수처리장(C),충남,2025-02-26 12:00,230.79,98.93,228.79,57.62,5.48,270261,1.4,14.133,0.289,8.71,0.275,37
하수처리장(C),충남,2025-02-25 12:00,259.7,86.73,244.63,75.93,6.57,213674,4,13.32,2.865,9.855,0.314,0
하수처리장(C),충남,2025-02-24 12:00,262.89,86.14,347.32,63.56,5.92,242935,1.6,15.776,1.5,16.766,0.178,77
하수처리장(C),충남,2025-02-23 12:00,233.41,113.83,239.4,70.3,7.27,241719,1.4,13.156,2.519,11.957,0.174,57
하수처리장(C),충남,2025-02-22 12:00,241.95,178.8,206.52,78.72,8.69,174141,1.7,12.198,1.238,10.434,0.429,47
하수처리장(C),충남,2025-02-21 12:00,220.6,85.62,203.84,75.92,8.41,272467,1.9,11.671,1.258,12.045,0.196,17
하수처리장(C),충남,2025-02-20 12:00,317.76,102.57,250.59,68.63,6.67,203026,1.4,16.96,1.055,11.577,0.244,0
하수처리장(C),충남,2025-02-19 12:00,278.77,61.2,218.29,60.18,5.85,232708,1.9,11.226,1.5,12.304,0.125,33
하수처리장(C),충남,2025-02-18 12:00,205.83,71.75,324.34,57.74,7.8,199253,0.9,11.921,0.55,10.785,0.239,11
하수처리장(C),충남,2025-02-17 12:00,285.23,52.84,266.32,78.03,5.44,208658,1.7,15.171,1.5,13.715,0.309,21
하수처리장(C),충남,2025-02-16 12:00,315.45,159.26,270.61,84.13,6.86,241457,1.5,13.555,0.7,15.203,0.217,106
하수처리장(C),충남,2025-02-15 12:00,221.56,70.36,202.46,93.02,4.97,159832,1.2,11.927,0.689,11.989,0.499,84
하수처리장(C),충남,2025-02-14 12:00,212.17,97.11,269.01,75.05,6.16,230366,0.9,15.565,0.7,11.864,0.511,30
하수처리장(C),충남,2025-02-13 12:00,279.49,84.6,397.17,90.04,6.01,207476,1.1,11.997,0.782,10.913,0.197,38
하수처리장(C),충남,2025-02-12 12:00,291.1,130.37,245.37,56.73,4.79,174757,1.4,13.97,0.636,10.111,0.234,57
하수처리장(C),충남,2025-02-11 12:00,270.19,128.54,303.22,93.69,8.18,227968,4.1,9.504,1.5,13.183,0.242,40
하수처리장(C),충남,2025-02-10 12:00,289.26,118.82,195.66,76.31,6.15,263755,1.1,16.5,0.648,6.852,0.342,84
하수처리장(C),충남,2025-02-09 12:00,267.04,109.8,199.12,72.13,6.96,190415,1.5,14.05,2.458,14.734,0.214,5
하수처리장(C),충남,2025-02-08 12:00,232.53,151.78,256.31,80.28,4.36,277128,0.7,14.588,0.5,10.564,0.13,33
하수처리장(C),충남,2025-02-07 12:00,310.14,105.95,209,63.69,6.98,216631,1.6,11.311,0.509,12.297,0.599,7
하수처리장(C),충남,2025-02-06 12:00,288.26,158.89,235.06,84.76,5.09,198103,1.6,12.027,1.5,11.989,0.244,31
하수처리장(C),충남,2025-02-05 12:00,264.9,117.63,185.54,65.31,7.28,236384,1.4,14.502,2.229,8.857,0.223,72
하수처리장(C),충남,2025-02-04 12:00,242.75,178.8,355.48,65.7,5.47,215866,2.4,12.798,1.082,11.231,0.739,12
하수처리장(C),충남,2025-02-03 12:00,312.52,85.66,365.66,88.2,5.95,203525,3.4,15.953,5.51,11.957,0.229,23
하수처리장(C),충남,2025-02-02 12:00,270.06,85.07,210.31,51.68,6.46,187807,1.5,16.82,0.963,13.223,0.13,2
하수처리장(C),충남,2025-02-01 12:00,326.67,58.5,210.07,55.5,4.34,212316,0.9,17.851,0.657,10.629,0.22,85
하수처리장(C),충남,2025-01-31 12:00,310.11,92.61,290.93,63.29,6.64,148340,2.4,12.392,0.7,12.191,0.362,26
하수처리장(C),충남,2025-01-30 12:00,268.68,147.01,226.92,77.75,5.05,184419,1.2,15.246,1.5,6.852,0.309,7
하수처리장(C),충남,2025-01-29 12:00,251.74,115.77,184.26,76.47,6.74,200593,2.5,12.258,0.026,17.034,0.264,7
하수처리장(C),충남,2025-01-28 12:00,284.36,92.02,307.79,65.74,4.51,225045,1.5,11.303,2.086,12.245,0.426,0
하수처리장(C),충남,2025-01-27 12:00,290.76,92.97,265.59,75.55,4.22,224139,1.5,12.699,1.5,12.249,0.283,8
하수처리장(C),충남,2025-01-26 12:00,256.14,101.47,340.19,51.24,6.38,185843,1.5,18.993,1.5,10.785,0.145,24
하수처리장(C),충남,2025-01-25 12:00,201.04,152.67,194.18,75.74,5.88,249321,1.5,12.479,0.974,12.249,0.145,35
하수처리장(C),충남,2025-01-24 12:00,308.41,134.52,328.48,72.54,4.09,181297,1.2,12.546,2.251,11.608,0.165,0
하수처리장(C),충남,2025-01-23 12:00,274.4,83.46,286.79,74.62,8.69,171940,1.1,11.329,5.788,12.269,0.602,22
하수처리장(C),충남,2025-01-22 12:00,252.81,83.96,257.27,67.57,6.41,220862,1.4,14.453,0.7,14.523,0.309,45
하수처리장(C),충남,2025-01-21 12:00,226.87,149.25,290.51,68.64,5.09,255039,1,13.007,0.7,11.838,0.423,30
하수처리장(C),충남,2025-01-20 12:00,269.96,178.8,209.28,68.78,4.54,228406,1.4,7.773,1.5,8.796,0.309,91
하수처리장(C),충남,2025-01-19 12:00,227.04,113.94,267.48,84.44,4.98,169860,0.9,17.952,0.746,15.131,0.176,52
하수처리장(C),충남,2025-01-18 12:00,282.82,78.35,311.38,74.58,6.78,239956,1.1,13.669,0.7,13.301,0.354,48
하수처리장(C),충남,2025-01-17 12:00,268.36,101.76,227.55,101.66,6.7,236861,1.4,10.858,1.5,12.594,0.223,7
하수처리장(C),충남,2025-01-16 12:00,311.71,55.64,261.82,61.59,6.85,309590,1.6,14.275,1.5,12.019,0.226,49
하수처리장(C),충남,2025-01-15 12:00,292.05,137.4,261.76,58.32,5.94,259027,1.6,17.898,0.937,12.761,0.368,17
하수처리장(C),충남,2025-01-14 12:00,229.55,114.81,215.89,89.46,6.48,193601,1.8,10.387,0.7,12.297,0.499,7
하수처리장(C),충남,2025-01-13 12:00,195.8,119.07,199.27,66.1,6.39,206343,2,11.829,1.747,15.224,0.301,8
하수처리장(C),충남,2025-01-12 12:00,257.44,122.62,254.92,85.91,6.23,227427,1.2,9.02,0.7,11.731,0.225,11
하수처리장(C),충남,2025-01-11 12:00,250.03,133.5,256.94,51.19,6.63,168258,1.5,14.588,0.7,14.523,0.283,19
하수처리장(C),충남,2025-01-10 12:00,304.83,97.21,230.06,70.06,5.23,135491,0.9,11.574,0.7,12.191,0.42,48
하수처리장(C),충남,2025-01-09 12:00,287.58,79.89,341.68,82.59,6.71,266849,1.9,12.086,1.363,10.628,0.144,0
하수처리장(C),충남,2025-01-08 12:00,307.82,124.19,258.94,87.31,5.01,257792,2.2,12.574,1.42,7.852,0.204,39
하수처리장(C),충남,2025-01-07 12:00,339.18,117.45,211.64,62.27,6.21,312939,3.5,14.106,0.7,16.573,0.296,3
하수처리장(C),충남,2025-01-06 12:00,326.14,120.96,290.21,66.12,5.03,276029,1.2,14.243,0.7,12.245,0.342,34
하수처리장(C),충남,2025-01-05 12:00,222.36,96.13,148.47,58.54,6.19,183095,3.3,13.034,0.926,9.631,0.198,15
하수처리장(C),충남,2025-01-04 12:00,277.27,79.89,235.6,59.71,5.28,203430,1.1,13.787,0.066,11.877,0.174,14
하수처리장(C),충남,2025-01-03 12:00,255.24,111.33,287.16,74.39,7.15,212682,1.7,15.246,1.139,12.594,0.368,30
하수처리장(C),충남,2025-01-02 12:00,257.31,76.17,232.73,70.89,5.26,329976,1.9,13.818,0.547,8.13,0.334,20
하수처리장(C),충남,2025-01-01 12:00,249.07,80.43,234.85,66.89,8.69,226883,0.9,16.19,1.5,8.191,0.432,32
하수처리장(C),충남,2024-12-31 12:00,249.23,131.62,243.44,69.54,6.97,176405,2.3,12.798,1.596,9.059,0.334,17
하수처리장(C),충남,2024-12-30 12:00,290.3,90.78,269.48,64.42,6.4,289081,1.3,11.567,0.889,16.573,0.662,20
하수처리장(C),충남,2024-12-29 12:00,252.62,104.25,196.2,85.37,7.38,189237,2.9,15.702,0.7,11.475,0.229,11
하수처리장(C),충남,2024-12-28 12:00,257.59,147.96,187.37,58.93,5.7,298909,1.1,15.572,2.455,12.435,0.229,12
하수처리장(C),충남,2024-12-27 12:00,210.35,126.19,327.24,82.73,7.51,269416,0.9,9.586,0.7,6.431,0.221,0
하수처리장(C),충남,2024-12-26 12:00,236.68,74.38,259.01,71.06,6.19,291771,0.9,13.528,0.7,13.554,0.624,8
하수처리장(C),충남,2024-12-25 12:00,269.76,115.35,276.34,76.32,8.69,355869,3.6,16.64,2.521,9.289,0.197,13
하수처리장(C),충남,2024-12-24 12:00,364.48,82.23,389.06,81.65,6.57,197237,1.9,12.109,0.713,11.95,0.263,22
하수처리장(C),충남,2024-12-23 12:00,284.8,103.53,204.05,92.6,5.83,215931,1.1,14.943,2.188,14.928,0.325,12
하수처리장(C),충남,2024-12-22 12:00,240.21,91.95,330.71,59.96,5.82,212886,2.8,17.638,1.965,13.507,0.264,13
하수처리장(C),충남,2024-12-21 12:00,253.79,78.52,251.4,56.97,6.87,204118,4.1,15.783,0.343,13.626,0.354,9
하수처리장(C),충남,2024-12-20 12:00,235,54.39,193.13,69.41,5.45,254991,1.5,14.189,0.734,11.169,0.209,49
하수처리장(C),충남,2024-12-19 12:00,290.58,94.36,176.59,70.91,7.49,211319,1.4,13.97,0.7,11.989,0.364,17
하수처리장(C),충남,2024-12-18 12:00,220.51,82.67,247.98,84.31,6.12,212002,1.6,14.13,0.7,9.855,0.285,22
하수처리장(C),충남,2024-12-17 12:00,302.97,108.18,288.36,88.6,7.72,250314,1.6,15.916,1.5,13.626,0.244,36
하수처리장(C),충남,2024-12-16 12:00,242.52,130.41,245.54,73.81,6.96,158320,1.5,15.565,0.712,13.301,0.22,11
하수처리장(C),충남,2024-12-15 12:00,271.86,63.48,348.04,105.52,7.71,217762,2.4,17.129,0.7,11.877,0.624,107
하수처리장(C),충남,2024-12-14 12:00,320.72,86.68,306.45,67.74,6,176521,0.9,11.751,3.561,12.304,0.814,17
하수처리장(C),충남,2024-12-13 12:00,345.15,63.67,245.53,82.52,6.02,212757,1.1,14.345,1.281,8.549,0.418,30
하수처리장(C),충남,2024-12-12 12:00,245.88,146.48,206.9,71.93,5.04,209863,1.2,14.08,4.27,2.461,0.264,9
하수처리장(C),충남,2024-12-11 12:00,278.29,109.13,264.6,79.52,4.82,284547,4,12.689,1.449,9.601,0.602,13
하수처리장(C),충남,2024-12-10 12:00,315.27,109,326.64,76.99,5.13,294569,1.8,13.934,2.167,12.15,0.123,6
하수처리장(C),충남,2024-12-09 12:00,276.66,178.8,388.64,82.02,6.07,132356,1.6,11.791,0.488,11.381,0.483,13
하수처리장(C),충남,2024-12-08 12:00,300.84,138.23,286.9,52.31,5.44,251440,1.8,13.845,1.5,12.557,0.169,107
하수처리장(C),충남,2024-12-07 12:00,253.83,77.47,213.81,56.96,4.68,247567,1.4,13.733,0.7,13.114,0.23,19
하수처리장(C),충남,2024-12-06 12:00,339.33,88.55,207.35,58.72,5.37,291614,2.3,12.151,0.7,9.289,0.217,16
하수처리장(C),충남,2024-12-05 12:00,310.46,62.47,286.58,88.71,6.2,218273,1.6,12.571,1.5,8.321,0.092,21
하수처리장(C),충남,2024-12-04 12:00,206.3,144.78,229.85,54.52,4.64,194375,2.5,14.216,0.7,10.615,0.193,8
하수처리장(C),충남,2024-12-03 12:00,270.4,74.96,238.95,59.28,8.69,210657,1.4,12.109,0.643,12.594,0.426,33
하수처리장(C),충남,2024-12-02 12:00,217.64,111.21,227.65,76,7.34,201751,2.9,19.242,4.776,10.847,0.13,56
하수처리장(C),충남,2024-12-01 12:00,254.88,106.77,250.04,75.96,7.39,273507,2.1,11.758,1.5,14.523,0.193,11
하수처리장(C),충남,2024-11-30 12:00,263.43,167.14,201.64,72.74,7.7,253689,1,13.738,0.7,9.795,0.56,30
하수처리장(C),충남,2024-11-29 12:00,229.33,82.41,257.64,42.5,4.84,245890,1,13.379,0.6,9.336,0.558,0
하수처리장(C),충남,2024-11-28 12:00,263.73,178.8,245.07,55.28,6.85,248289,1,12.275,0.5,9.507,0.218,10
하수처리장(C),충남,2024-11-27 12:00,184.33,78.94,169.12,61.95,7.08,164307,2.1,5.79,0.126,12.4,0.39,60
하수처리장(C),충남,2024-11-26 12:00,263.59,73.67,217.22,102.37,4.94,178446,1.2,9.496,0.927,9.109,0.265,5
하수처리장(C),충남,2024-11-25 12:00,379.8,52.3,229.62,60.54,8.56,215973,1.4,8.95,0.2,8.667,0.418,10
하수처리장(C),충남,2024-11-24 12:00,238.41,43,312.61,75.29,5.73,199509,0.9,13.448,0.52,10.377,0.228,23
하수처리장(C),충남,2024-11-23 12:00,238.77,113.9,280.4,53.39,4.97,183166,0.9,7.367,1.289,10.113,0.206,2
하수처리장(C),충남,2024-11-22 12:00,275.08,83.88,223.45,77.19,4.83,256556,1.8,12.152,1.017,14.755,0.587,83
하수처리장(C),충남,2024-11-21 12:00,217.83,82.58,208.03,59.37,7.84,246565,0.4,15.796,1.1,9.514,0.781,44
하수처리장(C),충남,2024-11-20 12:00,196.09,56.84,213.95,59.48,6.28,233358,0.9,14.47,0.7,13.214,0.44,4
하수처리장(C),충남,2024-11-19 12:00,260.39,170.5,267.12,82.84,6.02,237104,1.1,10.885,0.8,8.225,0.297,83
하수처리장(C),충남,2024-11-18 12:00,258.77,61.25,249.45,62.7,7.38,202845,0.8,0,0.606,12.62,0.514,5
하수처리장(C),충남,2024-11-17 12:00,324.47,53.87,261.96,76.96,6.34,264030,0.9,10.632,0.711,9.588,0.418,26
하수처리장(C),충남,2024-11-16 12:00,270.49,125.94,216.75,65.56,5.57,204203,1.4,10.582,0.852,9.369,0.286,50
하수처리장(C),충남,2024-11-15 12:00,261.97,148.74,203.69,74.28,4.59,197662,1,14.327,0.6,12.624,0.286,6
하수처리장(C),충남,2024-11-14 12:00,273.19,71.13,281.11,66.4,4.98,278037,0.8,16.361,0.6,9.842,0.254,6
하수처리장(C),충남,2024-11-13 12:00,262.76,173.81,263.83,63.53,8.08,224617,1.8,14.196,1.177,9.863,0.2,11
하수처리장(C),충남,2024-11-12 12:00,249.35,56.63,153.89,74.21,5.19,230467,1,0,0.6,9.516,0.515,46
하수처리장(C),충남,2024-11-11 12:00,240.39,68.11,254.14,82.18,4.31,284051,1.9,12.139,0.6,9.486,0.263,2
하수처리장(C),충남,2024-11-10 12:00,191.38,166.7,239.31,51.6,5.62,303109,1.3,15.694,0.959,11.356,0.258,25
하수처리장(C),충남,2024-11-09 12:00,317.31,85.99,285.86,46.26,8.69,222126,1,14.993,0.592,7.773,0.473,1
하수처리장(C),충남,2024-11-08 12:00,240.45,116.3,197.67,52.86,7.6,189022,1.8,0,0.109,8.152,0.228,30
하수처리장(C),충남,2024-11-07 12:00,248.27,164.65,237.69,53.92,8.57,225357,0.8,10.847,0.8,9.507,0.189,16
하수처리장(C),충남,2024-11-06 12:00,241.64,150.06,226.96,67.01,8.69,228231,1,9.153,0.7,12.624,0.225,13
하수처리장(C),충남,2024-11-05 12:00,271.24,143.2,312.43,51.38,5.6,213590,1.3,11.887,0.139,7.873,0.825,83
하수처리장(C),충남,2024-11-04 12:00,267.4,81.29,236.7,59.17,5.93,190498,1.2,10.536,0.8,11.509,0.263,3
하수처리장(C),충남,2024-11-03 12:00,379.8,108.86,244.16,55.31,5.67,195174,0.8,12.871,0.2,8.291,0.31,5
하수처리장(C),충남,2024-11-02 12:00,297.23,117.52,250.89,65.19,5.69,188391,1.2,0,0.159,12.987,0.435,33
하수처리장(C),충남,2024-11-01 12:00,257.49,106.44,277.61,34.04,5.44,230862,2.1,15.796,0.459,11.405,0.36,32
하수처리장(C),충남,2024-10-31 12:00,263.17,152.65,248.66,63.98,8.34,191851,0.8,9.413,0.6,10.403,0.473,20
하수처리장(C),충남,2024-10-30 12:00,220.61,123.25,166.61,66.55,5.85,198316,0.8,0,0.309,8.291,0.295,12
하수처리장(C),충남,2024-10-29 12:00,242.25,99.89,203.49,79.62,6.27,202373,1.5,11.188,0.6,10.544,0.186,6
하수처리장(C),충남,2024-10-28 12:00,280.04,124.21,327.51,51.34,5.56,227146,0.9,13.541,0.6,9.486,0.189,13
하수처리장(C),충남,2024-10-27 12:00,245.98,171.39,221.35,62.79,8.17,226014,0.9,0,0.771,11.312,0.395,41
하수처리장(C),충남,2024-10-26 12:00,318.23,90.13,286.56,76.93,7.09,281764,1.9,13.979,0.684,10.544,0.224,56
하수처리장(C),충남,2024-10-25 12:00,185.67,126.07,225.04,76.7,6.52,202656,1.1,8.369,1.275,11.405,0.395,8
하수처리장(C),충남,2024-10-24 12:00,300.9,52.06,160.59,59.84,6.04,256821,1,12.496,0.827,10.403,0.311,28
하수처리장(C),충남,2024-10-23 12:00,256.93,136.27,219.68,67.3,4.45,255491,1.2,17.534,0.8,13.109,0.387,5
하수처리장(C),충남,2024-10-22 12:00,231.98,85.27,347.61,68.81,6.07,219271,0.6,0,0.751,9.795,0.323,83
하수처리장(C),충남,2024-10-21 12:00,223.63,91.1,228.78,66.66,7.54,343884,0.9,8.705,0.126,7.773,0.338,7
하수처리장(C),충남,2024-10-20 12:00,257.92,92.28,242.27,65.55,6.35,244923,1.2,0,1.015,9.447,0.208,3
하수처리장(C),충남,2024-10-19 12:00,245.28,95.18,160.4,63.65,7.62,235590,1.1,0,0.2,15.058,0.338,2
하수처리장(C),충남,2024-10-18 12:00,233.43,178.8,336.42,55.77,6.66,231872,1.6,13.844,0.482,12.4,0.258,3
하수처리장(C),충남,2024-10-17 12:00,298.62,169.52,200.34,68.41,6.2,164956,1.2,13.082,0.6,9.795,0.395,8
하수처리장(C),충남,2024-10-16 12:00,234.24,48.32,198.01,46.81,8.69,258051,1.4,3.951,0.6,11.356,0.432,6
하수처리장(C),충남,2024-10-15 12:00,310.16,127.32,280.73,53.38,5.59,316389,0.9,0,0.6,10.646,0.52,10
하수처리장(C),충남,2024-10-14 12:00,256.68,120.06,277.32,64.84,6.58,164866,1.4,8.295,0.6,8.667,0.389,25
하수처리장(C),충남,2024-10-13 12:00,237.51,91.31,276.2,62.24,4.73,177312,1.1,0,1.246,12.987,0.121,17
하수처리장(C),충남,2024-10-12 12:00,229.25,96.08,342.86,94.77,5.57,270065,0.9,0,0.126,9.514,0.157,19
