하수처리장명,위치(도),측정일(시),유입_생물학적 산소요구량(BOD),유입_총유기탄소(TOC),유입_부유물질(SS),유입_총질소(T-N),유입_총인(T-P),유입_대장균수,방류_생물학적 산소요구량(BOD),방류_총유기탄소(TOC),방류_부유물질(SS),방류_총질소(T-N),방류_총인(T-P),방류_대장균수
하수처리장(C),충남,2024-03-17 12:00,296.12,54.78,194.23,64.39,6.52,216978,1.3,11.878,0.2,4.689,0.379,39
하수처리장(C),충남,2024-03-16 12:00,203.81,97.47,232.15,104.46,7,260557,2,15.064,1.672,6.518,0.314,4
하수처리장(C),충남,2024-03-15 12:00,276.47,73.66,260.71,73.47,6.39,206372,1.2,17.301,0.674,8.282,0.567,16
하수처리장(C),충남,2024-03-14 12:00,264.57,95.52,248.52,74.95,5.5,223932,1,11.433,0.177,8.271,0.259,17
하수처리장(C),충남,2024-03-13 12:00,312.89,117.71,359.48,91.37,4.7,168590,1,11.358,0.134,5.307,0.135,8
하수처리장(C),충남,2024-03-12 12:00,288.11,127.67,203.29,96.49,5.06,280503,1.2,12.679,0.7,7.368,0.178,20
하수처리장(C),충남,2024-03-11 12:00,209.38,70.13,299.83,61.89,8.02,280517,1.1,17.523,0.857,13.09,0.404,7
하수처리장(C),충남,2024-03-10 12:00,344.07,71.52,292.38,56.68,7.62,187830,1.5,13.399,0.9,10.409,0.136,16
하수처리장(C),충남,2024-03-09 12:00,211.3,134.95,243.03,63.24,8.43,206247,1,13.547,0.2,6.94,0.23,32
하수처리장(C),충남,2024-03-08 12:00,222.92,102.58,240.45,67.83,4.9,269444,1.1,10.467,0.9,7.405,0.144,26
하수처리장(C),충남,2024-03-07 12:00,355.37,81.16,247.38,83.03,7.74,201797,1.1,11.7,0.7,13.09,0.274,27
하수처리장(C),충남,2024-03-06 12:00,293.54,71.99,221.72,102.01,5.3,199941,1.1,13.985,0.7,6.728,0.483,13
하수처리장(C),충남,2024-03-05 12:00,298.25,149.9,276.74,72.85,6.34,184182,2.6,13.428,0.7,11.37,0.353,30
하수처리장(C),충남,2024-03-04 12:00,257.42,125.45,225.98,53.09,7.64,160111,1.3,11.429,3.873,5.917,0.453,31
하수처리장(C),충남,2024-03-03 12:00,243.44,74.7,231.79,70.58,5.58,204907,1.1,12.706,0.2,3.551,0.092,18
하수처리장(C),충남,2024-03-02 12:00,213.37,90.63,233.08,56.51,5.46,274327,1.8,12.294,0.8,10.906,0.272,64
하수처리장(C),충남,2024-03-01 12:00,221.98,109.86,223.05,58.73,5.68,192486,1.1,11.738,0.9,5.118,0.379,8
하수처리장(C),충남,2024-02-29 12:00,295.7,110.02,204.26,78.07,7.59,268971,1.1,15.162,0.178,5.946,0.165,2
하수처리장(C),충남,2024-02-28 12:00,240.7,53.03,261.03,73.96,5.68,211583,1.1,12.388,0.7,10.742,0.301,1
하수처리장(C),충남,2024-02-27 12:00,214.87,87.75,277.89,85.25,5.68,207593,2.2,14.792,1.5,12.743,0.229,34
하수처리장(C),충남,2024-02-26 12:00,292.47,68.6,278.31,77.6,7.15,168254,1.5,15.304,1.5,14.785,0.314,18
하수처리장(C),충남,2024-02-25 12:00,322.65,92.03,223.01,118.52,8.56,217921,1.5,13.319,1.5,12.152,0.643,0
하수처리장(C),충남,2024-02-24 12:00,246.04,78.14,192.28,62.99,6.64,236999,1.1,13.936,0.713,12.245,0.228,0
하수처리장(C),충남,2024-02-23 12:00,250.77,98.3,227.17,66.98,6.36,232240,0.9,16.163,0.492,8.407,0.394,42
하수처리장(C),충남,2024-02-22 12:00,301.5,132.45,233.22,67.81,7.42,222831,3.3,16.03,1.016,12.703,0.506,19
하수처리장(C),충남,2024-02-21 12:00,313.37,101.76,289.12,105.04,6.51,278658,0.9,15.815,0.879,12.343,0.624,36
하수처리장(C),충남,2024-02-20 12:00,245.79,89.47,227.04,51.57,3.93,222262,1.7,14.034,0.7,13.312,0.419,60
하수처리장(C),충남,2024-02-19 12:00,257.62,92,186.75,91.6,5.85,251449,1.9,13.182,2.478,8.321,0.23,0
하수처리장(C),충남,2024-02-18 12:00,283.29,98.45,188.73,54.57,8.1,266323,2.5,15.033,0.793,10.19,0.283,19
하수처리장(C),충남,2024-02-17 12:00,261.13,100.41,181.59,73.02,3.73,253230,1.1,14.889,0.331,10.629,0.327,34
하수처리장(C),충남,2024-02-16 12:00,269,96.93,239.35,59.84,5.98,210761,1.5,15.885,0.7,9.059,0.362,10
하수처리장(C),충남,2024-02-15 12:00,263.21,141.95,280.16,68.69,8.64,216221,1.8,17.952,1.238,10.913,0.235,3
하수처리장(C),충남,2024-02-14 12:00,184.75,90.83,290.68,73.96,5.64,200477,1.5,14.587,1.5,10.962,0.089,8
하수처리장(C),충남,2024-02-13 12:00,212.27,94.64,236.08,56.4,5.23,158008,1.6,16.872,1.136,8.857,0.419,13
하수처리장(C),충남,2024-02-12 12:00,292.61,177.43,238.61,62.71,4.81,260735,1.8,9.536,0.7,13.062,0.13,26
하수처리장(C),충남,2024-02-11 12:00,255.32,92.98,203.99,62.54,5.46,221310,1,12.187,2.278,9.631,0.058,1
하수처리장(C),충남,2024-02-10 12:00,241.4,143.3,247.3,65.23,6.27,223338,1.4,11.39,0.7,9.938,0.239,20
하수처리장(C),충남,2024-02-09 12:00,238.72,178.8,241.35,53.43,4.76,214687,1.4,11.946,2.551,8.857,0.423,35
하수처리장(C),충남,2024-02-08 12:00,246.01,98.49,265.81,59.5,6.93,220033,0.9,15.419,0.774,11.78,0.44,107
하수처리장(C),충남,2024-02-07 12:00,239.34,163.09,329.92,86.18,5.83,262645,1.5,12.566,0.975,7.852,0.214,17
하수처리장(C),충남,2024-02-06 12:00,236.62,121.15,338.68,81.01,5.79,165674,3.1,15.24,1.085,11.608,0.217,72
하수처리장(C),충남,2024-02-05 12:00,211.15,88.55,239.99,48.61,6.86,165200,2.7,17.851,0.961,5.946,0.483,26
하수처리장(C),충남,2024-02-04 12:00,379.8,88.16,210.42,56.62,6.07,222967,1.4,13.166,0.981,17.508,0.454,37
